"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"361",642840,"Joe Harvey","361","100.0","0.265","0.176","0.306","0.441","0.364","0.343","0.237","18","68","91.3","12.6","2522","93.3","92.48","40","155","204","-0.8","5.77","106","149","114","146","302","329","298"
"357",594577,"Mike Mayers","357","100.0","0.276","0.237","0.316","0.513","0.374","0.395","0.312","21","76","90.0","23.0","2320","89.7","89.02","43","151","205","-0.7","5.81","112","150","114","148","298","323","297"
"356",669060,"Bryse Wilson","356","100.0","0.321","0.333","0.350","0.654","0.431","0.361","0.283","26","81","89.8","16.9","2166","91.6","91.55","34","166","188","-0.1","6.20","110","152","116","151","305","327","296"
"356",621114,"Ryan Burr","356","100.0","0.227","0.187","0.259","0.413","0.300","0.292","0.212","17","75","90.5","9.0","2140","91.0","92.31","37","161","194","1.3","6.88","111","149","112","146","291","318","292"
"354",596035,"Reggie McClain","354","100.0","0.268","0.159","0.290","0.427","0.347","0.368","0.310","22","82","90.8","-2.5","2184","91.7","90.63","24","155","199","-1.1","5.75","109","155","117","147","295","318","288"
"354",605463,"Tayler Scott","354","100.0","0.397","0.282","0.431","0.679","0.492","0.413","0.330","31","78","91.3","4.4","2470","92.0","90.56","34","157","193","-1.4","5.43","107","149","117","145","300","324","294"
"351",595465,"Dan Winkler","351","100.0","0.222","0.259","0.241","0.481","0.342","0.355","0.244","18","81","89.7","17.1","2518","89.4","89.15","57","170","179","-0.2","5.95","107","148","112","149","305","324","293"
"351",657140,"Kyle Wright","351","100.0","0.304","0.253","0.351","0.557","0.406","0.392","0.295","24","79","89.8","11.9","2398","90.3","89.83","34","143","204","-0.5","5.91","108","149","113","150","302","321","295"
"350",622253,"Dillon Tate","350","100.0","0.231","0.154","0.268","0.385","0.322","0.304","0.225","18","78","86.0","2.5","2120","89.7","89.44","30","139","206","-0.3","6.05","107","152","117","145","296","326","295"
"349",594311,"Jandel Gustave","349","100.0","0.209","0.081","0.230","0.291","0.250","0.331","0.288","18","86","90.1","11.1","2376","93.1","92.38","34","180","168","-0.7","5.70","111","150","115","147","300","332","303"
"346",605218,"Carl Edwards Jr.","346","100.0","0.190","0.159","0.214","0.349","0.306","0.361","0.246","12","63","87.5","20.5","2542","90.5","91.16","38","163","182","0.7","6.49","110","149","113","150","296","320","298"
"346",671790,"Ronald Bolanos","346","100.0","0.230","0.230","0.264","0.459","0.342","0.362","0.288","17","74","89.1","10.0","2308","88.8","88.76","34","141","203","0.0","6.28","114","154","115","149","300","325","307"
"345",661403,"Emmanuel Clase","345","100.0","0.230","0.161","0.281","0.391","0.292","0.288","0.241","20","87","86.4","3.2","2573","97.4","97.79","42","164","178","0.4","6.33","110","152","115","149","291","324","301"
"344",501925,"Joe Smith","344","100.0","0.209","0.110","0.254","0.319","0.247","0.249","0.209","19","91","91.2","7.8","2143","84.4","84.20","34","160","184","-0.2","6.26","110","154","118","149","289","316","292"
"344",605482,"Cy Sneed","344","100.0","0.299","0.230","0.356","0.529","0.363","0.307","0.252","26","87","87.8","8.9","2230","88.8","88.75","40","181","162","0.0","6.21","111","154","123","149","291","318","299"
"342",657566,"Montana DuRapau","342","100.0","0.342","0.253","0.434","0.595","0.429","0.364","0.295","27","79","91.4","16.0","2641","88.3","88.47","51","159","181","0.2","6.10","108","146","128","146","302","323","298"
"340",572193,"Ryan Tepera","340","100.0","0.250","0.263","0.238","0.513","0.332","0.339","0.271","20","80","87.7","15.4","2246","90.8","90.42","46","175","164","-0.4","6.09","111","152","117","147","304","324","297"
"338",670456,"JD Hammer","338","100.0","0.217","0.159","0.241","0.377","0.318","0.376","0.288","15","69","89.5","16.8","2314","89.9","89.06","31","146","191","-0.8","5.75","112","152","119","150","301","323","292"
"333",660494,"Rogelio Armenteros","333","100.0","0.243","0.071","0.314","0.314","0.269","0.277","0.249","17","70","86.0","14.2","1917","85.9","85.98","39","155","178","0.1","6.21","111","151","119","148","291","315","294"
"333",658792,"Aaron Wilkerson","333","100.0","0.357","0.229","0.375","0.586","0.422","0.322","0.267","25","70","86.4","18.1","2205","85.0","85.70","29","140","193","0.7","6.68","109","156","120","150","301","324","297"
"333",643478,"Joe Palumbo","333","100.0","0.300","0.386","0.333","0.686","0.442","0.394","0.278","21","70","91.3","15.5","2331","88.9","88.70","34","146","184","-0.2","6.06","106","153","114","147","295","324","302"
"332",642546,"Jonathan Hernandez","332","100.0","0.219","0.156","0.256","0.375","0.320","0.345","0.253","14","64","86.2","6.1","2241","92.7","92.69","42","129","202","0.0","6.21","107","155","116","149","295","323","301"
"331",621086,"James Marvel","331","100.0","0.338","0.284","0.344","0.622","0.428","0.356","0.309","25","74","87.7","7.0","1848","86.4","84.24","32","154","175","-2.2","4.87","104","150","118","147","306","325","303"
"330",623149,"Paul Sewald","330","100.0","0.243","0.203","0.300","0.446","0.304","0.295","0.233","18","74","88.3","26.8","2282","88.3","87.80","33","157","172","-0.5","6.07","116","151","115","147","292","309","291"
"329",642578,"Jose Rodriguez","329","100.0","0.233","0.219","0.218","0.452","0.338","0.361","0.270","17","73","87.5","14.7","2259","88.1","87.87","36","163","166","-0.2","6.05","112","155","119","148","295","315","287"
"326",622251,"Josh Staumont","326","100.0","0.273","0.234","0.293","0.506","0.367","0.379","0.294","21","77","92.2","15.6","2389","91.5","91.92","30","132","193","0.4","6.38","113","152","118","145","302","326","306"
"326",657610,"Trevor Hildenberger","326","100.0","0.395","0.184","0.459","0.579","0.436","0.378","0.317","30","76","89.7","11.1","1906","80.8","79.55","35","152","170","-1.3","5.65","109","152","111","145","290","323","286"
"319",657585,"Reed Garrett","319","100.0","0.381","0.270","0.420","0.651","0.480","0.435","0.311","24","63","94.7","12.4","2328","92.4","91.61","24","138","179","-0.8","5.88","109","150","118","149","298","333","293"
"319",669214,"Conner Menez","319","100.0","0.220","0.237","0.265","0.458","0.345","0.327","0.197","13","59","85.8","24.7","2225","88.0","88.57","38","137","181","0.6","6.50","110","152","117","147","303","334","302"
"318",542866,"Austin Adams","318","100.0","0.273","0.258","0.286","0.530","0.384","0.380","0.253","18","66","91.7","16.0","2264","92.1","92.04","36","137","181","-0.1","6.12","113","149","118","147","296","329","291"
"318",605469,"Chandler Shepherd","318","100.0","0.303","0.263","0.333","0.566","0.394","0.366","0.290","23","76","93.0","17.2","2096","88.3","88.31","29","153","163","0.0","6.23","110","158","119","149","296","327","294"
"316",642073,"Jimmie Sherfy","316","100.0","0.303","0.211","0.380","0.513","0.368","0.331","0.271","23","76","85.9","22.3","2346","83.4","82.88","39","135","177","-0.5","5.82","113","152","118","150","303","323","302"
"311",605447,"Jordan Romano","311","100.0","0.274","0.210","0.351","0.484","0.384","0.380","0.279","17","62","87.8","11.3","2214","91.0","92.91","44","149","158","1.9","7.27","107","152","117","149","307","329","302"
"306",607219,"Sal Romano","306","100.0","0.328","0.299","0.375","0.627","0.423","0.374","0.278","22","67","90.4","11.8","2278","92.6","91.73","23","124","181","-0.9","5.70","113","150","119","144","291","308","289"
"302",445197,"Mike Dunn","302","100.0","0.262","0.262","0.260","0.523","0.336","0.297","0.224","17","65","86.2","16.3","2354","87.3","87.62","36","139","162","0.3","6.19","107","148","112","146","303","331","309"
"299",665093,"Zac Grotz","299","100.0","0.222","0.048","0.304","0.270","0.262","0.297","0.255","14","63","89.4","2.5","1642","87.4","87.79","26","128","169","0.4","6.48","108","156","119","148","299","323","293"
"298",641851,"Kyle McGowin","298","100.0","0.319","0.333","0.333","0.652","0.417","0.384","0.308","22","69","91.0","9.8","2560","87.4","86.86","40","131","163","-0.5","5.96","116","150","117","148","311","320","296"
"297",450172,"Edinson Volquez","297","100.0","0.317","0.190","0.340","0.508","0.403","0.392","0.310","20","63","90.6","12.3","1977","87.6","88.06","24","122","173","0.5","6.57","107","156","115","148","295","324","301"
"294",656186,"Dan Altavilla","294","100.0","0.180","0.100","0.250","0.280","0.279","0.267","0.162","9","50","85.6","8.9","2570","93.0","91.18","38","148","146","-1.8","5.25","101","149","115","145","295","319","293"
"293",570488,"Phillips Valdez","293","100.0","0.270","0.175","0.326","0.444","0.355","0.328","0.249","17","63","87.9","1.2","2339","89.1","89.90","27","124","167","0.8","6.76","106","150","116","146","295","322","297"
"292",608638,"JT Chargois","292","100.0","0.273","0.234","0.347","0.506","0.331","0.287","0.232","21","77","89.1","6.0","2300","90.6","90.35","48","140","149","-0.3","6.04","113","155","114","145","299","318","291"
"285",607391,"Chris Mazza","285","100.0","0.328","0.172","0.389","0.500","0.387","0.389","0.320","21","64","90.3","10.5","1992","88.7","89.09","24","136","145","0.4","6.47","113","149","114","146","292","314","294"
"285",591693,"Edubray Ramos","285","100.0","0.311","0.311","0.311","0.623","0.419","0.360","0.266","19","61","84.8","20.6","2439","85.5","84.91","29","130","152","-0.6","5.89","109","151","117","149","298","319","294"
"285",605479,"Josh D. Smith","285","100.0","0.224","0.122","0.306","0.347","0.325","0.293","0.174","11","49","88.1","23.9","2762","86.6","85.74","24","112","169","-0.9","5.70","109","151","115","148","285","314","293"
"282",605143,"Ray Black","282","100.0","0.233","0.283","0.243","0.517","0.364","0.405","0.280","14","60","90.8","17.0","2688","95.2","95.08","42","135","146","-0.1","6.06","113","155","117","151","306","324","301"
"281",450212,"Pat Neshek","281","100.0","0.303","0.237","0.286","0.539","0.352","0.379","0.328","23","76","87.1","14.4","2179","84.1","83.11","29","135","142","-1.0","5.65","108","152","117","151","300","324","294"
"278",518397,"Scott Alexander","278","100.0","0.250","0.162","0.263","0.412","0.311","0.351","0.304","17","68","90.3","-2.1","2254","91.9","91.67","28","131","144","-0.2","5.97","113","157","120","146","294","315","297"
"278",622864,"Fernando Romero","278","100.0","0.317","0.167","0.425","0.483","0.393","0.351","0.265","19","60","87.5","8.3","2275","94.0","92.96","36","122","155","-1.0","5.69","113","152","116","147","297","324","290"
"277",613317,"Kyle Bird","277","100.0","0.229","0.313","0.182","0.542","0.415","0.422","0.255","11","48","88.9","13.9","2527","86.0","85.21","30","100","175","-0.8","5.86","108","155","118","149","290","315","296"
"275",502522,"Justin Miller","275","100.0","0.276","0.259","0.262","0.534","0.372","0.342","0.248","16","58","88.0","24.4","2435","90.9","90.66","28","124","149","-0.2","6.25","111","151","114","147","300","317","296"
"274",623167,"Chris Flexen","274","100.0","0.268","0.161","0.304","0.429","0.353","0.345","0.250","15","56","89.6","18.9","2123","91.0","90.96","23","113","159","0.0","6.13","111","150","112","146","305","325","298"
"273",607374,"Nick Tropeano","273","100.0","0.316","0.351","0.286","0.667","0.436","0.420","0.327","18","57","90.1","21.4","2142","85.3","83.75","33","122","149","-1.6","5.29","109","149","114","147","298","317","289"
"273",572998,"Josh Lucas","273","100.0","0.237","0.136","0.273","0.373","0.290","0.299","0.235","14","59","88.5","12.3","2357","86.9","85.36","26","122","151","-1.5","5.30","108","151","125","147","309","330","302"
"270",623430,"Ryan Dull","270","100.0","0.410","0.410","0.476","0.820","0.523","0.444","0.331","25","61","89.8","17.5","2426","87.4","86.45","30","120","149","-0.9","5.70","109","149","122","148","295","321","298"
"270",642207,"Devin Williams","270","100.0","0.310","0.190","0.381","0.500","0.384","0.306","0.226","18","58","85.6","12.3","2457","92.3","93.62","33","130","138","1.3","6.96","110","153","113","150","305","321","298"
"270",491646,"Jeanmar Gomez","270","100.0","0.359","0.203","0.389","0.563","0.407","0.367","0.312","23","64","90.4","7.1","1856","87.2","87.39","16","113","153","0.2","6.33","106","150","113","147","294","319","298"
"269",664139,"Ian Gibaut","269","100.0","0.235","0.137","0.306","0.373","0.317","0.352","0.264","12","51","92.5","14.3","2090","91.5","92.00","31","122","146","0.5","6.45","111","154","118","147","299","325","300"
"267",592865,"Taylor Williams","267","100.0","0.344","0.109","0.438","0.453","0.376","0.352","0.301","22","64","92.1","-1.9","2430","92.2","91.94","34","129","135","-0.3","6.02","111","157","120","150","300","318","298"
"265",456501,"Johnny Cueto","265","100.0","0.196","0.250","0.200","0.446","0.322","0.321","0.214","11","56","84.0","4.2","2123","87.5","86.16","21","107","152","-1.3","5.39","110","151","113","147","296","322","292"
"263",642028,"Josh Rogers","263","100.0","0.305","0.407","0.234","0.712","0.459","0.455","0.307","18","59","92.6","22.2","2031","85.6","84.81","16","118","140","-0.8","5.80","110","154","123","146","307","325","299"
"263",595798,"R.J. Alaniz","263","100.0","0.302","0.222","0.333","0.524","0.375","0.346","0.272","19","63","90.1","14.3","2195","89.8","88.72","27","120","142","-1.1","5.65","112","156","116","147","296","314","292"
"258",641743,"Anthony Kay","258","100.0","0.263","0.053","0.341","0.316","0.292","0.335","0.287","15","57","85.6","6.8","2256","88.9","87.91","32","132","124","-1.0","5.78","108","153","115","150","307","329","292"
"256",643511,"Tyler Rogers","256","100.0","0.185","0.046","0.245","0.231","0.215","0.215","0.180","12","65","83.5","-0.2","2000","79.2","77.97","21","127","128","-1.2","5.72","110","151","116","149","295","325","297"
"255",628333,"Odrisamer Despaigne","255","100.0","0.407","0.271","0.420","0.678","0.476","0.432","0.365","24","59","89.0","17.1","2305","87.8","87.29","15","111","143","-0.5","5.88","105","148","109","146","298","321","302"
"251",670167,"John Schreiber","251","100.0","0.296","0.185","0.406","0.481","0.359","0.309","0.246","16","54","86.9","14.7","2150","87.4","87.74","32","112","138","0.3","6.40","106","147","120","148","296","328","298"
"250",429722,"Ervin Santana","250","100.0","0.339","0.482","0.277","0.821","0.479","0.467","0.318","19","56","89.2","19.0","2124","86.3","85.55","15","115","135","-0.8","5.70","108","149","106","146","295","324","290"
"248",607473,"Chasen Bradford","248","100.0","0.266","0.328","0.229","0.594","0.368","0.341","0.277","17","64","89.0","9.0","2430","87.6","87.21","29","126","121","-0.4","5.85","111","151","114","143","295","319","294"
"237",596027,"Dillon Maples","237","100.0","0.150","0.150","0.200","0.300","0.320","0.320","0.161","6","40","84.7","5.0","2992","91.6","90.96","38","86","147","-0.6","5.79","112","150","112","149","297","319","293"
"237",605441,"Yacksel Rios","237","100.0","0.314","0.314","0.324","0.627","0.431","0.430","0.314","16","51","86.4","7.7","2059","92.3","92.03","37","130","104","-0.3","6.10","108","148","118","147","306","326","301"
"237",608716,"Drew Steckenrider","237","100.0","0.173","0.346","0.094","0.519","0.323","0.366","0.217","9","52","89.1","23.4","2265","90.1","89.46","22","103","130","-0.6","5.97","109","160","120","149","302","324","301"
"233",608718,"Brent Suter","233","100.0","0.156","0.109","0.188","0.266","0.184","0.216","0.194","10","64","82.1","10.3","2033","85.7","87.20","34","127","106","1.5","6.98","112","155","108","147","305","318","297"
"229",476594,"Robert Stock","229","100.0","0.298","0.191","0.400","0.489","0.389","0.352","0.254","14","47","91.6","8.5","2387","91.1","90.73","27","84","144","-0.4","6.05","117","153","116","150","305","325","302"
"229",502171,"Alex Cobb","229","100.0","0.362","0.552","0.293","0.914","0.527","0.543","0.410","21","58","94.9","6.4","1959","88.6","86.89","26","107","121","-1.7","5.25","110","152","117","145","307","331","300"
